personId,playerName,arenaName,gameType,games,wins,losses,win_pct,total_points,ppg,career_high
1631230,Dominick Barlow,Rocket Arena,Regular Season,1,0,1,0.0,8,8.0,8
1631230,Dominick Barlow,Scotiabank Arena,Regular Season,2,1,1,0.5,17,8.5,13
1631230,Dominick Barlow,Smoothie King Center,Regular Season,1,0,1,0.0,9,9.0,9
1631230,Dominick Barlow,Spectrum Center,Regular Season,2,1,1,0.5,12,6.0,9
1631230,Dominick Barlow,State Farm Arena,Regular Season,2,0,2,0.0,15,7.5,11
1631230,Dominick Barlow,TD Garden,Playoffs,4,3,1,0.75,6,1.5,4
1631230,Dominick Barlow,TD Garden,Regular Season,2,1,1,0.5,27,13.5,14
1631230,Dominick Barlow,Target Center,Regular Season,1,1,0,1.0,8,8.0,8
1631230,Dominick Barlow,Toyota Center,Regular Season,1,0,1,0.0,2,2.0,2
1631230,Dominick Barlow,United Center,Regular Season,1,0,1,0.0,7,7.0,7
1631230,Dominick Barlow,Xfinity Mobile Arena,Playoffs,3,0,3,0.0,7,2.3,5
1631230,Dominick Barlow,Xfinity Mobile Arena,Regular Season,35,20,15,0.571,261,7.5,21
1642270,Donovan Clingan,American Airlines Center,Regular Season,1,0,1,0.0,16,16.0,16
1642270,Donovan Clingan,Ball Arena,Regular Season,2,0,2,0.0,36,18.0,18
1642270,Donovan Clingan,Barclays Center,Regular Season,1,1,0,1.0,14,14.0,14
1642270,Donovan Clingan,Capital One Arena,Regular Season,1,0,1,0.0,14,14.0,14
1642270,Donovan Clingan,Chase Center,Regular Season,2,1,1,0.5,29,14.5,22
1642270,Donovan Clingan,Crypto.com Arena,Regular Season,1,1,0,1.0,16,16.0,16
1642270,Donovan Clingan,Delta Center,Regular Season,2,2,0,1.0,28,14.0,23
1642270,Donovan Clingan,FedExForum,Regular Season,1,1,0,1.0,7,7.0,7
1642270,Donovan Clingan,Fiserv Forum,Regular Season,1,1,0,1.0,14,14.0,14
1642270,Donovan Clingan,Frost Bank Center,Playoffs,3,1,2,0.333,23,7.7,10
1642270,Donovan Clingan,Frost Bank Center,Regular Season,2,1,1,0.5,35,17.5,24
1642270,Donovan Clingan,Gainbridge Fieldhouse,Regular Season,1,1,0,1.0,28,28.0,28
1642270,Donovan Clingan,Golden 1 Center,Regular Season,2,2,0,1.0,35,17.5,21
1642270,Donovan Clingan,Intuit Dome,Regular Season,2,1,1,0.5,13,6.5,9
1642270,Donovan Clingan,Kaseya Center,Regular Season,1,0,1,0.0,13,13.0,13
1642270,Donovan Clingan,Kia Center,Regular Season,1,0,1,0.0,2,2.0,2
1642270,Donovan Clingan,Madison Square Garden,Regular Season,1,0,1,0.0,7,7.0,7
1642270,Donovan Clingan,Moda Center,Playoffs,2,0,2,0.0,12,6.0,7
1642270,Donovan Clingan,Moda Center,Regular Season,40,24,16,0.6,456,11.4,21
1642270,Donovan Clingan,Mortgage Matchup Center,Regular Season,1,1,0,1.0,23,23.0,23
1642270,Donovan Clingan,Paycom Center,Regular Season,2,0,2,0.0,14,7.0,8
1642270,Donovan Clingan,Rocket Arena,Regular Season,1,1,0,1.0,5,5.0,5
1642270,Donovan Clingan,Scotiabank Arena,Regular Season,1,0,1,0.0,11,11.0,11
1642270,Donovan Clingan,Smoothie King Center,Regular Season,2,2,0,1.0,20,10.0,11
1642270,Donovan Clingan,Spectrum Center,Regular Season,1,0,1,0.0,7,7.0,7
1642270,Donovan Clingan,State Farm Arena,Regular Season,1,0,1,0.0,15,15.0,15
1642270,Donovan Clingan,TD Garden,Regular Season,1,0,1,0.0,9,9.0,9
1642270,Donovan Clingan,Target Center,Regular Season,2,1,1,0.5,29,14.5,21
1642270,Donovan Clingan,Toyota Center,Regular Season,2,0,2,0.0,27,13.5,18
1642270,Donovan Clingan,Xfinity Mobile Arena,Regular Season,1,0,1,0.0,11,11.0,11
1628378,Donovan Mitchell,American Airlines Center,Regular Season,1,1,0,1.0,24,24.0,24
1628378,Donovan Mitchell,Ball Arena,Regular Season,1,1,0,1.0,32,32.0,32
1628378,Donovan Mitchell,Barclays Center,Regular Season,1,1,0,1.0,35,35.0,35
1628378,Donovan Mitchell,Capital One Arena,Regular Season,2,2,0,1.0,72,36.0,48
1628378,Donovan Mitchell,Chase Center,Regular Season,1,1,0,1.0,25,25.0,25
1628378,Donovan Mitchell,Crypto.com Arena,Regular Season,1,0,1,0.0,10,10.0,10
1628378,Donovan Mitchell,Delta Center,Regular Season,1,1,0,1.0,34,34.0,34
1628378,Donovan Mitchell,Fiserv Forum,Regular Season,1,1,0,1.0,19,19.0,19
1628378,Donovan Mitchell,Frost Bank Center,Regular Season,1,1,0,1.0,10,10.0,10
1628378,Donovan Mitchell,Gainbridge Fieldhouse,Regular Season,1,1,0,1.0,43,43.0,43
1628378,Donovan Mitchell,Golden 1 Center,Regular Season,1,1,0,1.0,35,35.0,35
1628378,Donovan Mitchell,Intuit Dome,Regular Season,1,1,0,1.0,29,29.0,29
1628378,Donovan Mitchell,Kaseya Center,Regular Season,1,0,1,0.0,28,28.0,28
1628378,Donovan Mitchell,Kia Center,Regular Season,2,1,1,0.5,61,30.5,36
1628378,Donovan Mitchell,Little Caesars Arena,Playoffs,4,2,2,0.5,101,25.2,31
1628378,Donovan Mitchell,Little Caesars Arena,Regular Season,1,1,0,1.0,35,35.0,35
1628378,Donovan Mitchell,Madison Square Garden,Playoffs,2,0,2,0.0,55,27.5,29
1628378,Donovan Mitchell,Madison Square Garden,Regular Season,2,0,2,0.0,65,32.5,34
1628378,Donovan Mitchell,Moda Center,Regular Season,1,1,0,1.0,14,14.0,14
1628378,Donovan Mitchell,Mortgage Matchup Center,Regular Season,1,0,1,0.0,16,16.0,16
1628378,Donovan Mitchell,Paycom Center,Regular Season,1,0,1,0.0,20,20.0,20
1628378,Donovan Mitchell,Rocket Arena,Playoffs,9,6,3,0.667,253,28.1,43
1628378,Donovan Mitchell,Rocket Arena,Regular Season,37,25,12,0.676,1062,28.7,46
1628378,Donovan Mitchell,Scotiabank Arena,Playoffs,3,0,3,0.0,59,19.7,24
1628378,Donovan Mitchell,Scotiabank Arena,Regular Season,1,0,1,0.0,17,17.0,17
1628378,Donovan Mitchell,Smoothie King Center,Regular Season,1,1,0,1.0,27,27.0,27
1628378,Donovan Mitchell,Spectrum Center,Regular Season,2,2,0,1.0,56,28.0,32
1628378,Donovan Mitchell,State Farm Arena,Regular Season,1,0,1,0.0,42,42.0,42
1628378,Donovan Mitchell,TD Garden,Regular Season,1,0,1,0.0,15,15.0,15
1628378,Donovan Mitchell,Target Center,Regular Season,1,0,1,0.0,30,30.0,30
1628378,Donovan Mitchell,Toyota Center,Regular Season,1,0,1,0.0,16,16.0,16
1628378,Donovan Mitchell,United Center,Regular Season,1,0,1,0.0,32,32.0,32
1628378,Donovan Mitchell,Xfinity Mobile Arena,Regular Season,2,2,0,1.0,48,24.0,35
1628978,Donte DiVincenzo,American Airlines Center,Regular Season,2,2,0,1.0,23,11.5,15
1628978,Donte DiVincenzo,Ball Arena,Playoffs,2,1,1,0.5,28,14.0,16
1628978,Donte DiVincenzo,Ball Arena,Regular Season,2,1,1,0.5,23,11.5,17
1628978,Donte DiVincenzo,Barclays Center,Regular Season,1,1,0,1.0,25,25.0,25
1628978,Donte DiVincenzo,Capital One Arena,Regular Season,1,1,0,1.0,5,5.0,5
1628978,Donte DiVincenzo,Chase Center,Regular Season,2,2,0,1.0,28,14.0,21
1628978,Donte DiVincenzo,Crypto.com Arena,Regular Season,2,0,2,0.0,21,10.5,13
1628978,Donte DiVincenzo,Delta Center,Regular Season,2,1,1,0.5,29,14.5,15
1628978,Donte DiVincenzo,FedExForum,Regular Season,2,1,1,0.5,32,16.0,21
1628978,Donte DiVincenzo,Fiserv Forum,Regular Season,1,1,0,1.0,11,11.0,11
1628978,Donte DiVincenzo,Frost Bank Center,Regular Season,1,0,1,0.0,11,11.0,11
1628978,Donte DiVincenzo,Gainbridge Fieldhouse,Regular Season,1,1,0,1.0,11,11.0,11
1628978,Donte DiVincenzo,Golden 1 Center,Regular Season,2,1,1,0.5,25,12.5,17
1628978,Donte DiVincenzo,Intuit Dome,Regular Season,2,1,1,0.5,24,12.0,18
1628978,Donte DiVincenzo,Kaseya Center,Regular Season,1,1,0,1.0,11,11.0,11
1628978,Donte DiVincenzo,Kia Center,Regular Season,1,0,1,0.0,12,12.0,12
1628978,Donte DiVincenzo,Little Caesars Arena,Regular Season,1,0,1,0.0,5,5.0,5
1628978,Donte DiVincenzo,Madison Square Garden,Regular Season,1,0,1,0.0,21,21.0,21
1628978,Donte DiVincenzo,Moda Center,Regular Season,2,2,0,1.0,26,13.0,19
1628978,Donte DiVincenzo,Mortgage Matchup Center,Regular Season,1,0,1,0.0,9,9.0,9
1628978,Donte DiVincenzo,Paycom Center,Regular Season,2,0,2,0.0,27,13.5,16
1628978,Donte DiVincenzo,Rocket Arena,Regular Season,1,0,1,0.0,15,15.0,15
1628978,Donte DiVincenzo,Scotiabank Arena,Regular Season,1,1,0,1.0,15,15.0,15
1628978,Donte DiVincenzo,Smoothie King Center,Regular Season,2,2,0,1.0,30,15.0,15
1628978,Donte DiVincenzo,Spectrum Center,Regular Season,1,1,0,1.0,18,18.0,18
1628978,Donte DiVincenzo,State Farm Arena,Regular Season,1,0,1,0.0,6,6.0,6
1628978,Donte DiVincenzo,TD Garden,Regular Season,1,1,0,1.0,8,8.0,8
1628978,Donte DiVincenzo,Target Center,Playoffs,2,2,0,1.0,15,7.5,15
1628978,Donte DiVincenzo,Target Center,Regular Season,41,26,15,0.634,480,11.7,22
1628978,Donte DiVincenzo,Toyota Center,Regular Season,2,1,1,0.5,26,13.0,18
1628978,Donte DiVincenzo,United Center,Regular Season,1,1,0,1.0,12,12.0,12
1628978,Donte DiVincenzo,Xfinity Mobile Arena,Regular Season,1,0,1,0.0,11,11.0,11
1627827,Dorian Finney-Smith,American Airlines Center,Regular Season,1,0,1,0.0,3,3.0,3
1627827,Dorian Finney-Smith,Barclays Center,Regular Season,1,1,0,1.0,0,0.0,0
1627827,Dorian Finney-Smith,Capital One Arena,Regular Season,1,1,0,1.0,5,5.0,5
1627827,Dorian Finney-Smith,Crypto.com Arena,Playoffs,1,1,0,1.0,6,6.0,6
1627827,Dorian Finney-Smith,Crypto.com Arena,Regular Season,1,1,0,1.0,0,0.0,0
1627827,Dorian Finney-Smith,Frost Bank Center,Regular Season,1,0,1,0.0,8,8.0,8
1627827,Dorian Finney-Smith,Gainbridge Fieldhouse,Regular Season,1,1,0,1.0,4,4.0,4
1627827,Dorian Finney-Smith,Golden 1 Center,Regular Season,1,0,1,0.0,4,4.0,4
1627827,Dorian Finney-Smith,Kaseya Center,Regular Season,1,0,1,0.0,0,0.0,0
1627827,Dorian Finney-Smith,Kia Center,Regular Season,1,1,0,1.0,3,3.0,3
1627827,Dorian Finney-Smith,Madison Square Garden,Regular Season,1,0,1,0.0,2,2.0,2
1627827,Dorian Finney-Smith,Moda Center,Regular Season,2,0,2,0.0,6,3.0,3
1627827,Dorian Finney-Smith,Paycom Center,Regular Season,1,1,0,1.0,3,3.0,3
1627827,Dorian Finney-Smith,Spectrum Center,Regular Season,1,1,0,1.0,8,8.0,8
1627827,Dorian Finney-Smith,Target Center,Regular Season,1,0,1,0.0,0,0.0,0
1627827,Dorian Finney-Smith,Toyota Center,Playoffs,3,1,2,0.333,2,0.7,2
1627827,Dorian Finney-Smith,Toyota Center,Regular Season,20,16,4,0.8,71,3.5,9
1627827,Dorian Finney-Smith,United Center,Regular Season,1,0,1,0.0,0,0.0,0
1627827,Dorian Finney-Smith,Xfinity Mobile Arena,Regular Season,1,0,1,0.0,6,6.0,6
203926,Doug McDermott,Barclays Center,Regular Season,1,0,1,0.0,12,12.0,12
203926,Doug McDermott,Capital One Arena,Regular Season,1,0,1,0.0,3,3.0,3
203926,Doug McDermott,Chase Center,Regular Season,1,0,1,0.0,16,16.0,16
203926,Doug McDermott,Crypto.com Arena,Regular Season,1,0,1,0.0,3,3.0,3
203926,Doug McDermott,Delta Center,Regular Season,1,0,1,0.0,14,14.0,14
203926,Doug McDermott,Golden 1 Center,Regular Season,15,6,9,0.4,71,4.7,12
203926,Doug McDermott,Intuit Dome,Regular Season,2,1,1,0.5,6,3.0,3
203926,Doug McDermott,Kia Center,Regular Season,1,0,1,0.0,6,6.0,6
203926,Doug McDermott,Moda Center,Regular Season,1,0,1,0.0,7,7.0,7
203926,Doug McDermott,Moody Center,Regular Season,1,0,1,0.0,8,8.0,8
203926,Doug McDermott,Mortgage Matchup Center,Regular Season,1,0,1,0.0,3,3.0,3
203926,Doug McDermott,Scotiabank Arena,Regular Season,1,1,0,1.0,3,3.0,3
203926,Doug McDermott,Smoothie King Center,Regular Season,1,0,1,0.0,3,3.0,3
203926,Doug McDermott,Spectrum Center,Regular Season,1,0,1,0.0,9,9.0,9
1642962,Drake Powell,American Airlines Center,Regular Season,2,0,2,0.0,10,5.0,10
1642962,Drake Powell,Ball Arena,Regular Season,1,0,1,0.0,7,7.0,7
1642962,Drake Powell,Barclays Center,Regular Season,35,11,24,0.314,214,6.1,16
1642962,Drake Powell,Capital One Arena,Regular Season,2,1,1,0.5,20,10.0,14
1642962,Drake Powell,Chase Center,Regular Season,1,0,1,0.0,10,10.0,10
1642962,Drake Powell,Crypto.com Arena,Regular Season,1,0,1,0.0,7,7.0,7
1642962,Drake Powell,Delta Center,Regular Season,1,1,0,1.0,2,2.0,2
1642962,Drake Powell,Fiserv Forum,Regular Season,1,0,1,0.0,3,3.0,3
1642962,Drake Powell,Golden 1 Center,Regular Season,1,0,1,0.0,8,8.0,8
1642962,Drake Powell,Intuit Dome,Regular Season,1,0,1,0.0,5,5.0,5
1642962,Drake Powell,Kia Center,Regular Season,2,0,2,0.0,12,6.0,6
1642962,Drake Powell,Little Caesars Arena,Regular Season,1,0,1,0.0,12,12.0,12
1642962,Drake Powell,Madison Square Garden,Regular Season,2,0,2,0.0,21,10.5,15
1642962,Drake Powell,Mortgage Matchup Center,Regular Season,1,0,1,0.0,0,0.0,0
1642962,Drake Powell,Paycom Center,Regular Season,1,0,1,0.0,4,4.0,4
1642962,Drake Powell,Rocket Arena,Regular Season,1,0,1,0.0,2,2.0,2
1642962,Drake Powell,Scotiabank Arena,Regular Season,2,0,2,0.0,14,7.0,8
1642962,Drake Powell,Smoothie King Center,Regular Season,1,0,1,0.0,16,16.0,16
1642962,Drake Powell,Spectrum Center,Regular Season,1,0,1,0.0,2,2.0,2
1642962,Drake Powell,State Farm Arena,Regular Season,2,0,2,0.0,18,9.0,11
1642962,Drake Powell,TD Garden,Regular Season,1,1,0,1.0,9,9.0,9
1642962,Drake Powell,Target Center,Regular Season,1,1,0,1.0,7,7.0,7
1642962,Drake Powell,United Center,Regular Season,1,1,0,1.0,5,5.0,5
203110,Draymond Green,American Airlines Center,Regular Season,2,1,1,0.5,15,7.5,11
203110,Draymond Green,Ball Arena,Regular Season,2,0,2,0.0,30,15.0,17
203110,Draymond Green,Barclays Center,Regular Season,1,1,0,1.0,7,7.0,7
203110,Draymond Green,Capital One Arena,Regular Season,1,1,0,1.0,5,5.0,5
203110,Draymond Green,Chase Center,Regular Season,35,19,16,0.543,290,8.3,20
203110,Draymond Green,Crypto.com Arena,Regular Season,2,1,1,0.5,17,8.5,9
203110,Draymond Green,Delta Center,Regular Season,2,1,1,0.5,6,3.0,6
203110,Draymond Green,Fiserv Forum,Regular Season,1,0,1,0.0,7,7.0,7
203110,Draymond Green,Frost Bank Center,Regular Season,2,2,0,1.0,12,6.0,6
203110,Draymond Green,Gainbridge Fieldhouse,Regular Season,1,0,1,0.0,8,8.0,8
203110,Draymond Green,Golden 1 Center,Regular Season,1,0,1,0.0,7,7.0,7
203110,Draymond Green,Intuit Dome,Regular Season,1,0,1,0.0,6,6.0,6
203110,Draymond Green,Kia Center,Regular Season,1,0,1,0.0,12,12.0,12
203110,Draymond Green,Little Caesars Arena,Regular Season,1,0,1,0.0,0,0.0,0
203110,Draymond Green,Moda Center,Regular Season,2,0,2,0.0,26,13.0,14
203110,Draymond Green,Mortgage Matchup Center,Regular Season,2,1,1,0.5,12,6.0,7
203110,Draymond Green,Paycom Center,Regular Season,2,0,2,0.0,19,9.5,16
203110,Draymond Green,Scotiabank Arena,Regular Season,1,0,1,0.0,21,21.0,21
203110,Draymond Green,Smoothie King Center,Regular Season,2,1,1,0.5,19,9.5,11
203110,Draymond Green,Spectrum Center,Regular Season,1,1,0,1.0,10,10.0,10
203110,Draymond Green,State Farm Arena,Regular Season,1,0,1,0.0,13,13.0,13
203110,Draymond Green,TD Garden,Regular Season,1,0,1,0.0,13,13.0,13
203110,Draymond Green,Target Center,Regular Season,1,1,0,1.0,2,2.0,2
203110,Draymond Green,Toyota Center,Regular Season,1,1,0,1.0,10,10.0,10
203110,Draymond Green,Xfinity Mobile Arena,Regular Season,1,0,1,0.0,3,3.0,3
1629234,Drew Eubanks,American Airlines Center,Regular Season,1,1,0,1.0,11,11.0,11
1629234,Drew Eubanks,Ball Arena,Regular Season,2,1,1,0.5,18,9.0,10
1629234,Drew Eubanks,Capital One Arena,Regular Season,1,0,1,0.0,2,2.0,2
1629234,Drew Eubanks,Crypto.com Arena,Regular Season,1,0,1,0.0,10,10.0,10
1629234,Drew Eubanks,Delta Center,Regular Season,1,0,1,0.0,2,2.0,2
1629234,Drew Eubanks,FedExForum,Regular Season,1,0,1,0.0,9,9.0,9
1629234,Drew Eubanks,Fiserv Forum,Regular Season,1,1,0,1.0,10,10.0,10
1629234,Drew Eubanks,Frost Bank Center,Regular Season,1,0,1,0.0,2,2.0,2
1629234,Drew Eubanks,Gainbridge Fieldhouse,Regular Season,1,0,1,0.0,3,3.0,3
1629234,Drew Eubanks,Golden 1 Center,Regular Season,20,6,14,0.3,101,5.0,19
1629234,Drew Eubanks,Intuit Dome,Regular Season,1,0,1,0.0,6,6.0,6
1629234,Drew Eubanks,Kaseya Center,Regular Season,1,1,0,1.0,4,4.0,4
1629234,Drew Eubanks,Moody Center,Regular Season,1,0,1,0.0,6,6.0,6
1629234,Drew Eubanks,Mortgage Matchup Center,Regular Season,2,0,2,0.0,12,6.0,8
1629234,Drew Eubanks,Paycom Center,Regular Season,2,0,2,0.0,6,3.0,6
1629234,Drew Eubanks,Smoothie King Center,Regular Season,1,0,1,0.0,4,4.0,4
1629234,Drew Eubanks,Target Center,Regular Season,1,0,1,0.0,5,5.0,5
1629234,Drew Eubanks,Toyota Center,Regular Season,2,0,2,0.0,3,1.5,2
1629234,Drew Eubanks,United Center,Regular Season,1,0,1,0.0,5,5.0,5
1641809,Drew Peterson,Gainbridge Fieldhouse,Regular Season,1,0,1,0.0,4,4.0,4
1641809,Drew Peterson,Rocket Arena,Regular Season,1,1,0,1.0,0,0.0,0
1641809,Drew Peterson,Scotiabank Arena,Regular Season,1,0,1,0.0,1,1.0,1
1641809,Drew Peterson,Spectrum Center,Regular Season,2,0,2,0.0,0,0.0,0
1641809,Drew Peterson,State Farm Arena,Regular Season,1,0,1,0.0,0,0.0,0
1631166,Drew Timme,American Airlines Center,Regular Season,1,1,0,1.0,0,0.0,0
1631166,Drew Timme,Ball Arena,Regular Season,1,1,0,1.0,9,9.0,9
1631166,Drew Timme,Barclays Center,Regular Season,1,1,0,1.0,2,2.0,2
1631166,Drew Timme,Capital One Arena,Regular Season,1,1,0,1.0,4,4.0,4
1631166,Drew Timme,Chase Center,Regular Season,1,1,0,1.0,4,4.0,4
1631166,Drew Timme,Crypto.com Arena,Regular Season,15,12,3,0.8,46,3.1,14
1631166,Drew Timme,Frost Bank Center,Regular Season,1,0,1,0.0,0,0.0,0
1631166,Drew Timme,Intuit Dome,Regular Season,1,0,1,0.0,0,0.0,0
1631166,Drew Timme,Madison Square Garden,Regular Season,1,0,1,0.0,0,0.0,0
1631166,Drew Timme,Moda Center,Regular Season,1,0,1,0.0,21,21.0,21
1631166,Drew Timme,Rocket Arena,Regular Season,1,0,1,0.0,6,6.0,6
1631166,Drew Timme,TD Garden,Regular Season,1,0,1,0.0,0,0.0,0
1631166,Drew Timme,United Center,Regular Season,1,1,0,1.0,0,0.0,0
1630696,Dru Smith,American Airlines Center,Regular Season,1,0,1,0.0,8,8.0,8
1630696,Dru Smith,Ball Arena,Regular Season,1,0,1,0.0,5,5.0,5
1630696,Dru Smith,Barclays Center,Regular Season,1,1,0,1.0,3,3.0,3
1630696,Dru Smith,Capital One Arena,Regular Season,1,1,0,1.0,0,0.0,0
1630696,Dru Smith,Chase Center,Regular Season,1,0,1,0.0,5,5.0,5
1630696,Dru Smith,Crypto.com Arena,Regular Season,1,0,1,0.0,7,7.0,7
1630696,Dru Smith,Delta Center,Regular Season,1,1,0,1.0,6,6.0,6
1630696,Dru Smith,FedExForum,Regular Season,1,1,0,1.0,10,10.0,10
1630696,Dru Smith,Fiserv Forum,Regular Season,1,0,1,0.0,0,0.0,0
1630696,Dru Smith,Frost Bank Center,Regular Season,1,0,1,0.0,6,6.0,6
1630696,Dru Smith,Gainbridge Fieldhouse,Regular Season,1,0,1,0.0,8,8.0,8
1630696,Dru Smith,Intuit Dome,Regular Season,1,1,0,1.0,2,2.0,2
1630696,Dru Smith,Kaseya Center,Regular Season,37,24,13,0.649,217,5.9,13
1630696,Dru Smith,Kia Center,Regular Season,3,0,3,0.0,9,3.0,5
1630696,Dru Smith,Little Caesars Arena,Regular Season,1,1,0,1.0,9,9.0,9
1630696,Dru Smith,Madison Square Garden,Regular Season,2,0,2,0.0,13,6.5,9
1630696,Dru Smith,Moda Center,Regular Season,1,0,1,0.0,4,4.0,4
1630696,Dru Smith,Mortgage Matchup Center,Regular Season,1,1,0,1.0,11,11.0,11
1630696,Dru Smith,Paycom Center,Regular Season,1,0,1,0.0,6,6.0,6
1630696,Dru Smith,Smoothie King Center,Regular Season,1,1,0,1.0,6,6.0,6
1630696,Dru Smith,Spectrum Center,Regular Season,2,1,1,0.5,8,4.0,4
1630696,Dru Smith,State Farm Arena,Regular Season,2,2,0,1.0,6,3.0,6
1630696,Dru Smith,TD Garden,Regular Season,2,0,2,0.0,9,4.5,7
1630696,Dru Smith,Target Center,Regular Season,1,0,1,0.0,3,3.0,3
1630696,Dru Smith,Toyota Center,Regular Season,1,0,1,0.0,2,2.0,2
1630696,Dru Smith,United Center,Regular Season,2,2,0,1.0,23,11.5,12
1630696,Dru Smith,Xfinity Mobile Arena,Regular Season,1,1,0,1.0,9,9.0,9
1629130,Duncan Robinson,American Airlines Center,Regular Season,1,0,1,0.0,2,2.0,2
1629130,Duncan Robinson,Arena CDMX,Regular Season,1,1,0,1.0,18,18.0,18
1629130,Duncan Robinson,Ball Arena,Regular Season,1,1,0,1.0,2,2.0,2
1629130,Duncan Robinson,Barclays Center,Regular Season,2,2,0,1.0,22,11.0,15
1629130,Duncan Robinson,Capital One Arena,Regular Season,2,2,0,1.0,22,11.0,14
1629130,Duncan Robinson,Chase Center,Regular Season,1,1,0,1.0,15,15.0,15
1629130,Duncan Robinson,Crypto.com Arena,Regular Season,1,1,0,1.0,6,6.0,6
1629130,Duncan Robinson,Delta Center,Regular Season,1,0,1,0.0,14,14.0,14
1629130,Duncan Robinson,FedExForum,Regular Season,1,1,0,1.0,11,11.0,11
1629130,Duncan Robinson,Fiserv Forum,Regular Season,1,1,0,1.0,15,15.0,15
1629130,Duncan Robinson,Frost Bank Center,Regular Season,1,0,1,0.0,11,11.0,11
1629130,Duncan Robinson,Gainbridge Fieldhouse,Regular Season,2,2,0,1.0,18,9.0,9
1629130,Duncan Robinson,Golden 1 Center,Regular Season,1,1,0,1.0,9,9.0,9
1629130,Duncan Robinson,Intuit Dome,Regular Season,1,0,1,0.0,5,5.0,5
1629130,Duncan Robinson,Kaseya Center,Regular Season,2,1,1,0.5,21,10.5,18
1629130,Duncan Robinson,Kia Center,Playoffs,3,1,2,0.333,31,10.3,14
1629130,Duncan Robinson,Kia Center,Regular Season,1,1,0,1.0,0,0.0,0
1629130,Duncan Robinson,Little Caesars Arena,Playoffs,7,5,2,0.714,90,12.9,19
1629130,Duncan Robinson,Little Caesars Arena,Regular Season,38,29,9,0.763,523,13.8,23
1629130,Duncan Robinson,Madison Square Garden,Regular Season,1,1,0,1.0,9,9.0,9
1629130,Duncan Robinson,Moda Center,Regular Season,1,1,0,1.0,15,15.0,15
1629130,Duncan Robinson,Mortgage Matchup Center,Regular Season,1,0,1,0.0,9,9.0,9
1629130,Duncan Robinson,Rocket Arena,Playoffs,3,1,2,0.333,33,11.0,15
1629130,Duncan Robinson,Rocket Arena,Regular Season,2,1,1,0.5,20,10.0,12
1629130,Duncan Robinson,Scotiabank Arena,Regular Season,2,1,1,0.5,14,7.0,13
1629130,Duncan Robinson,Smoothie King Center,Regular Season,1,1,0,1.0,15,15.0,15
1629130,Duncan Robinson,Spectrum Center,Regular Season,2,2,0,1.0,37,18.5,19
1629130,Duncan Robinson,State Farm Arena,Regular Season,1,1,0,1.0,14,14.0,14
1629130,Duncan Robinson,TD Garden,Regular Season,2,1,1,0.5,18,9.0,11
1629130,Duncan Robinson,Target Center,Regular Season,1,1,0,1.0,10,10.0,10
1629130,Duncan Robinson,Toyota Center,Regular Season,1,1,0,1.0,17,17.0,17
1629130,Duncan Robinson,United Center,Regular Season,2,1,1,0.5,19,9.5,17
1629130,Duncan Robinson,Xfinity Mobile Arena,Regular Season,2,2,0,1.0,28,14.0,17
1641871,Duop Reath,Chase Center,Regular Season,2,1,1,0.5,3,1.5,3
1641871,Duop Reath,Crypto.com Arena,Regular Season,1,1,0,1.0,3,3.0,3
1641871,Duop Reath,Delta Center,Regular Season,1,1,0,1.0,9,9.0,9
1641871,Duop Reath,FedExForum,Regular Season,1,0,1,0.0,12,12.0,12
1641871,Duop Reath,Fiserv Forum,Regular Season,1,1,0,1.0,3,3.0,3
1641871,Duop Reath,Golden 1 Center,Regular Season,2,2,0,1.0,0,0.0,0
1641871,Duop Reath,Kaseya Center,Regular Season,1,0,1,0.0,6,6.0,6
1641871,Duop Reath,Kia Center,Regular Season,1,0,1,0.0,0,0.0,0
1641871,Duop Reath,Little Caesars Arena,Regular Season,1,0,1,0.0,7,7.0,7
1641871,Duop Reath,Moda Center,Regular Season,15,8,7,0.533,31,2.1,12
1641871,Duop Reath,Paycom Center,Regular Season,2,0,2,0.0,6,3.0,6
1641871,Duop Reath,Rocket Arena,Regular Season,1,1,0,1.0,4,4.0,4
1641871,Duop Reath,Smoothie King Center,Regular Season,2,1,1,0.5,5,2.5,3
1641871,Duop Reath,Toyota Center,Regular Season,1,0,1,0.0,5,5.0,5
203939,Dwight Powell,American Airlines Center,Regular Season,30,11,19,0.367,129,4.3,18
203939,Dwight Powell,Arena CDMX,Regular Season,1,0,1,0.0,5,5.0,5
203939,Dwight Powell,Ball Arena,Regular Season,2,1,1,0.5,11,5.5,7
203939,Dwight Powell,Barclays Center,Regular Season,1,1,0,1.0,0,0.0,0
203939,Dwight Powell,Capital One Arena,Regular Season,1,1,0,1.0,2,2.0,2
203939,Dwight Powell,Crypto.com Arena,Regular Season,2,0,2,0.0,2,1.0,2
203939,Dwight Powell,Delta Center,Regular Season,1,0,1,0.0,7,7.0,7
203939,Dwight Powell,FedExForum,Regular Season,2,1,1,0.5,0,0.0,0
203939,Dwight Powell,Fiserv Forum,Regular Season,1,0,1,0.0,3,3.0,3
203939,Dwight Powell,Frost Bank Center,Regular Season,2,0,2,0.0,5,2.5,4
203939,Dwight Powell,Golden 1 Center,Regular Season,1,0,1,0.0,1,1.0,1
203939,Dwight Powell,Intuit Dome,Regular Season,2,1,1,0.5,13,6.5,9
203939,Dwight Powell,Kaseya Center,Regular Season,1,0,1,0.0,0,0.0,0
